Número de Documento,Nombre,Apellido,Fecha de Nacimiento,Edad,Género,Prioridad
21826814,Luis,Fernández,31/12/1927,96,Mujer,1
717836893,Pedro,Ramírez,17/12/1958,65,Hombre,1
519840412,Carmen,González,13/10/2013,11,Hombre,2
639654070,Juan,González,09/06/1964,60,Mujer,3
337694222,Ana,García,17/10/1965,59,Mujer,1
733246657,Carmen,López,05/05/1933,91,Mujer,1
226165717,Ana,Rodríguez,15/06/1937,87,Hombre,1
670810669,Laura,García,21/12/2021,2,Hombre,2
353391892,José,Rodríguez,02/06/1949,75,Hombre,1
545758612,Pedro,Fernández,12/01/1974,50,Mujer,3
118760724,Jorge,Fernández,18/07/2017,7,Mujer,2
823526790,Luis,Ramírez,03/08/1997,27,Hombre,3
463981418,Juan,Torres,13/09/1966,58,Hombre,3
422793119,María,Martínez,31/01/2024,0,Hombre,2
941154330,Ana,López,30/08/1934,90,Mujer,1
759496192,Juan,Fernández,11/08/1976,48,Hombre,3
884685847,José,Ramírez,31/07/2002,22,Hombre,3
